partition,product_type,scene_id,detect_id,SLC_product_identifier,swath_index,detect_lat,detect_lon,detect_scene_column,detect_scene_row,top,left,bottom,right,vessel_length_m,source,is_vessel,is_fishing,global_shoreline_vector_distance_from_shore_km,xView3_shoreline_distance_from_shore_km,confidence
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_006.23351132899999971215_004.35852116900000030597,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,2,6.233511329,4.358521168999999,4167.0,8674.0,8676.0,4161.0,8672.0,4173.0,26.80559905,ais/manual,True,True,9999.99,9999.99,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_006.28004398199999958052_004.01887608899999992929,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,2,6.2800439820000005,4.018876089,14303.0,8494.0,8497.0,14292.0,8491.0,14313.0,38.61720056,ais/manual,True,True,9999.99,9999.99,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_005.69238668800000002790_004.44620950000000014768,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,1,5.692386687999999,4.4462095,18567.0,4166.0,4169.0,18560.0,4163.0,18574.0,61.08989519,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_006.32215487499999984067_003.36992865300000010720,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,3,6.322154875,3.369928653,10828.0,8263.0,8267.0,10811.0,8260.0,10845.0,145.84355469999997,ais/manual,True,False,8.238822886239886,8.389667706962936,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_006.33543185699999966687_003.39787602299999980104,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,3,6.3354318570000006,3.397876023,10016.0,8410.0,8415.0,9982.0,8406.0,10048.0,150.05401569999995,ais/manual,True,False,6.527056128451057,6.810555086157898,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_006.32966651699999971470_003.19823806700000012881,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,3,6.329666517000001,3.198238067,16454.0,8050.0,8059.0,16424.0,8042.0,16483.0,176.2700595,ais/manual,True,False,8.251630303800773,8.014259562865657,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_005.54650456999999974528_005.00682206699999987620,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,1,5.54650457,5.006822067,3201.0,3938.0,3940.0,3193.0,3937.0,3208.0,25.28196017,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_006.40903467399999993148_004.01289087500000007935,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,2,6.409034674,4.012890875,15266.0,9481.0,9487.0,15238.0,9475.0,15293.0,134.4,ais/manual,True,False,1.5571234325773458,1.0655289447507383,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_006.34529336700000001770_003.39607527099999995102,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,3,6.345293367000001,3.3960752710000004,10139.0,8484.0,8486.0,10117.0,8481.0,10157.0,121.6145717,ais/manual,True,False,5.428192177258046,5.698439153946241,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_005.95717997299999968419_003.31384027500000000188,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,3,5.957179973,3.313840275,10245.0,5351.0,5361.0,10216.0,5339.0,10274.0,139.20605559999998,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_005.79528567100000024936_004.65080324100000019882,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,1,5.795285671,4.650803241,13614.0,5287.0,5291.0,13607.0,5283.0,13621.0,28.71676145,ais/manual,True,True,9999.99,9999.99,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_005.40963283600000011120_005.05805594699999971908,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,1,5.409632836,5.058055947,1267.0,2965.0,2969.0,1256.0,2962.0,1277.0,157.6096996,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_006.38410503800000039831_003.39031796700000009892,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,3,6.384105038,3.390317967,10577.0,8775.0,8777.0,10570.0,8773.0,10584.0,23.74108679,ais/manual,True,False,1.1635863419859864,1.3979819502394748,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_006.30026131600000027788_003.21142664399999988589,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,3,6.300261316,3.211426644,15827.0,7844.0,7853.0,15787.0,7834.0,15866.0,147.2168117,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_006.28759223099999964290_003.22217996199999978657,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,3,6.2875922310000005,3.222179962,15391.0,7763.0,7777.0,15348.0,7748.0,15434.0,204.763758,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_006.37767977900000015978_003.39374911399999978912,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,3,6.377679779,3.393749114,10425.0,8731.0,8733.0,10414.0,8727.0,10435.0,71.45833088,ais/manual,True,False,1.8509852341685384,2.10820619341785,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_006.30543033300000033137_003.17734406500000021722,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,3,6.305430332999999,3.177344065,16978.0,7830.0,7832.0,16970.0,7828.0,16985.0,33.17944128,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_006.37505506200000038319_003.39555552699999996236,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,3,6.375055062,3.395555527,10349.0,8713.0,8716.0,10339.0,8711.0,10360.0,31.01567865,ais/manual,True,True,2.146448455614548,2.4317206465434955,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_006.35452061799999956548_003.39563023600000013502,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,3,6.354520618,3.395630236,10213.0,8554.0,8557.0,10194.0,8552.0,10229.0,77.67846521,ais/manual,True,False,4.418633050982672,4.687635244560535,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_006.37903874099999956826_003.39103750499999989643,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,3,6.3790387410000005,3.391037505,10521.0,8737.0,8739.0,10514.0,8735.0,10528.0,55.41176621,ais/manual,True,False,1.7108204132261091,1.951139829637013,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_006.31815799700000013672_003.39261897999999995079,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,3,6.318157997,3.39261898,10073.0,8268.0,8272.0,10053.0,8265.0,10092.0,114.4470559,ais/manual,True,False,8.44205985581645,8.687000200553632,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_006.34921222799999984687_003.35602376400000013135,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,3,6.349212228,3.356023764,11453.0,8451.0,8455.0,11424.0,8447.0,11482.0,108.9856779,ais/manual,True,False,5.491089210587536,5.712986303197699,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_006.27357254599999958344_003.21774419200000005858,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,3,6.2735725460000005,3.217744192,15443.0,7647.0,7650.0,15432.0,7644.0,15454.0,17.81145206,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_006.26951453199999964028_003.18447382399999989744,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,3,6.2695145320000005,3.184473824,16505.0,7563.0,7572.0,16465.0,7553.0,16544.0,190.7316336,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_006.37416604499999994715_003.89085853100000012006,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,2,6.374166045,3.890858531,18725.0,9019.0,9023.0,18711.0,9015.0,18738.0,62.29774633,ais/manual,True,False,6.799012878043304,6.302120055245158,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_006.31773480299999956600_003.35193369399999996361,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,3,6.317734803,3.351933694,11379.0,8201.0,8210.0,11346.0,8192.0,11412.0,112.0806619,ais/manual,True,False,8.993755495806205,9.113978813414295,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_005.50286164699999957861_004.99936681099999979949,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,1,5.5028616470000005,4.999366811,3163.0,3590.0,3593.0,3152.0,3587.0,3174.0,56.17737127,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_005.52022206400000037263_003.58390148000000019479,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,2,5.520222064,3.58390148,22783.0,1930.0,1938.0,22768.0,1922.0,22798.0,,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_006.37605724600000023372_003.38615250899999997714,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,3,6.376057246,3.386152509,10658.0,8706.0,8708.0,10651.0,8704.0,10665.0,24.39097295,ais/manual,True,False,2.107132126669457,2.3195024793837136,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_006.28932886900000021058_003.17516881900000003114,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,3,6.289328868999998,3.175168819,16942.0,7702.0,7714.0,16900.0,7690.0,16983.0,196.9880722,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_006.35577889999999978698_003.26714716999999987834,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,3,6.355778900000002,3.26714717,14376.0,8361.0,8364.0,14365.0,8359.0,14387.0,44.940839200000006,ais/manual,True,False,5.394065369626855,5.142848952119156,HIGH
validation,SLC,b1844cde847a3942v,b1844cde847a3942v_006.32975048900000025753_003.37418347099999982319,S1A_IW_SLC__1SDV_20200126T052956_20200126T053026_030967_038E50_4681,3,6.329750488999999,3.3741834710000003,10741.0,8329.0,8335.0,10710.0,8323.0,10771.0,117.9836418,ais/manual,True,False,7.351253374490879,7.513188404029043,HIGH
validation,SLC,844545c005776fb1v,844545c005776fb1v_004.68715405499999970829_005.38740026199999988421,S1A_IW_SLC__1SDV_20200126T175310_20200126T175337_030975_038E94_D249,1,4.687154055,5.387400262000001,20241.0,9197.0,9200.0,20232.0,9194.0,20251.0,25.02740308,ais/manual,True,True,9999.99,9999.99,HIGH
validation,SLC,844545c005776fb1v,844545c005776fb1v_005.54770509899999986203_005.00742258599999967572,S1A_IW_SLC__1SDV_20200126T175310_20200126T175337_030975_038E94_D249,1,5.547705099,5.007422586000001,14714.0,1947.0,1952.0,14703.0,1941.0,14724.0,25.28196017,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,844545c005776fb1v,844545c005776fb1v_005.16431100600000014822_005.31535638099999996342,S1A_IW_SLC__1SDV_20200126T175310_20200126T175337_030975_038E94_D249,2,5.164311006,5.315356381,1019.0,4527.0,4530.0,1005.0,4525.0,1033.0,47.69318269,ais/manual,True,False,4.633712411824128,2.816687562118348,HIGH
validation,SLC,844545c005776fb1v,844545c005776fb1v_005.53913775499999960772_005.07975771500000039538,S1A_IW_SLC__1SDV_20200126T175310_20200126T175337_030975_038E94_D249,1,5.539137755,5.079757715,16614.0,2129.0,2132.0,16602.0,2125.0,16626.0,32.46528711,ais/manual,True,False,8.608270231759086,9.15121273448307,HIGH
validation,SLC,844545c005776fb1v,844545c005776fb1v_004.98467132599999995790_004.83819673699999963645,S1A_IW_SLC__1SDV_20200126T175310_20200126T175337_030975_038E94_D249,1,4.984671326,4.838196737,7274.0,6018.0,6020.0,7266.0,6016.0,7282.0,50.29913023,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,844545c005776fb1v,844545c005776fb1v_005.39931463300000036298_005.06953249000000027991,S1A_IW_SLC__1SDV_20200126T175310_20200126T175337_030975_038E94_D249,1,5.399314633,5.06953249,15562.0,3191.0,3195.0,15550.0,3188.0,15573.0,157.6096996,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,844545c005776fb1v,844545c005776fb1v_005.55350259699999959651_005.00410355200000012132,S1A_IW_SLC__1SDV_20200126T175310_20200126T175337_030975_038E94_D249,1,5.5535025970000005,5.004103552,14657.0,1897.0,1902.0,14639.0,1892.0,14674.0,69.36216340000001,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,844545c005776fb1v,844545c005776fb1v_004.67535458399999992452_005.37519834500000026623,S1A_IW_SLC__1SDV_20200126T175310_20200126T175337_030975_038E94_D249,1,4.675354584,5.375198345,19836.0,9269.0,9273.0,19826.0,9265.0,19846.0,32.22815658,ais/manual,True,True,9999.99,9999.99,HIGH
validation,SLC,844545c005776fb1v,844545c005776fb1v_005.53990789000000027897_004.93250230000000033925,S1A_IW_SLC__1SDV_20200126T175310_20200126T175337_030975_038E94_D249,1,5.53990789,4.9325023,12679.0,1887.0,1889.0,12671.0,1884.0,12688.0,61.84941138,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,844545c005776fb1v,844545c005776fb1v_004.83348424300000001352_005.31194159699999968183,S1A_IW_SLC__1SDV_20200126T175310_20200126T175337_030975_038E94_D249,1,4.833484243,5.311941597,18990.0,7947.0,7952.0,18979.0,7941.0,19001.0,68.36835452,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,844545c005776fb1v,844545c005776fb1v_005.19479066500000019602_005.18373372299999957136,S1A_IW_SLC__1SDV_20200126T175310_20200126T175337_030975_038E94_D249,1,5.194790665,5.1837337230000005,17515.0,4953.0,4955.0,17509.0,4950.0,17522.0,31.36207867,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,844545c005776fb1v,844545c005776fb1v_005.49633965100000043691_004.92902274800000039789,S1A_IW_SLC__1SDV_20200126T175310_20200126T175337_030975_038E94_D249,1,5.496339651,4.929022748,12351.0,2218.0,2221.0,12340.0,2214.0,12363.0,49.34071211,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,844545c005776fb1v,844545c005776fb1v_005.13018850400000037126_005.22615848900000035115,S1A_IW_SLC__1SDV_20200126T175310_20200126T175337_030975_038E94_D249,1,5.130188504,5.226158489,18311.0,5519.0,5524.0,18294.0,5514.0,18329.0,60.86888921,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,844545c005776fb1v,844545c005776fb1v_005.31900144000000008049_005.15792154399999969172,S1A_IW_SLC__1SDV_20200126T175310_20200126T175337_030975_038E94_D249,1,5.31900144,5.157921544,17508.0,3953.0,3955.0,17497.0,3951.0,17519.0,34.06399074,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,844545c005776fb1v,844545c005776fb1v_005.17026322899999968286_005.16579623500000018055,S1A_IW_SLC__1SDV_20200126T175310_20200126T175337_030975_038E94_D249,1,5.170263229,5.165796235,16890.0,5113.0,5120.0,16843.0,5106.0,16937.0,205.2162291,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,844545c005776fb1v,844545c005776fb1v_004.68715405499999970829_005.38740026199999988421,S1A_IW_SLC__1SDV_20200126T175310_20200126T175337_030975_038E94_D249,2,4.687154055,5.387400262000001,292.0,8325.0,8328.0,283.0,8322.0,302.0,25.02740308,ais/manual,True,True,9999.99,9999.99,HIGH
validation,SLC,844545c005776fb1v,844545c005776fb1v_005.20807532799999961526_005.18495177600000012319,S1A_IW_SLC__1SDV_20200126T175310_20200126T175337_030975_038E94_D249,1,5.2080753280000005,5.184951776,17623.0,4852.0,4855.0,17614.0,4850.0,17632.0,33.15082936,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,844545c005776fb1v,844545c005776fb1v_004.86268687499999963109_005.28383401099999971962,S1A_IW_SLC__1SDV_20200126T175310_20200126T175337_030975_038E94_D249,1,4.862686875,5.283834011000001,18383.0,7676.0,7679.0,18376.0,7673.0,18390.0,50.43467828,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,844545c005776fb1v,844545c005776fb1v_005.52083313300000000368_005.06606979299999959920,S1A_IW_SLC__1SDV_20200126T175310_20200126T175337_030975_038E94_D249,1,5.520833132999999,5.0660697930000005,16142.0,2248.0,2253.0,16124.0,2243.0,16160.0,35.44674516,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,844545c005776fb1v,844545c005776fb1v_005.52963386299999992701_005.08297263099999963032,S1A_IW_SLC__1SDV_20200126T175310_20200126T175337_030975_038E94_D249,1,5.529633863,5.0829726310000005,16648.0,2207.0,2212.0,16636.0,2202.0,16661.0,57.05192941,ais/manual,True,False,8.319548178550273,8.804020455168729,HIGH
validation,SLC,844545c005776fb1v,844545c005776fb1v_005.70690626900000008703_005.01031552700000037959,S1A_IW_SLC__1SDV_20200126T175310_20200126T175337_030975_038E94_D249,1,5.706906269,5.010315527,15670.0,723.0,724.0,15667.0,721.0,15673.0,38.81320213,ais/manual,True,False,7.408164845506878,7.652235153790253,HIGH
validation,SLC,844545c005776fb1v,844545c005776fb1v_004.77571908799999977902_005.36598942000000000974,S1A_IW_SLC__1SDV_20200126T175310_20200126T175337_030975_038E94_D249,1,4.775719088,5.36598942,20154.0,8479.0,8483.0,20144.0,8476.0,20163.0,49.20943923,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,844545c005776fb1v,844545c005776fb1v_005.50926132900000009585_004.95902088899999959892,S1A_IW_SLC__1SDV_20200126T175310_20200126T175337_030975_038E94_D249,1,5.509261329,4.959020889,13214.0,2166.0,2171.0,13188.0,2162.0,13240.0,171.0262187,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,844545c005776fb1v,844545c005776fb1v_005.54323021500000034933_005.14888527200000023498,S1A_IW_SLC__1SDV_20200126T175310_20200126T175337_030975_038E94_D249,1,5.543230215,5.148885272,18522.0,2208.0,2211.0,18510.0,2204.0,18533.0,62.53433911,ais/manual,True,False,1.0439624406150965,1.6876963862708392,HIGH
validation,SLC,a1a21a222e244555v,a1a21a222e244555v_004.28432914099999972990_008.16447399800000006564,S1A_IW_SLC__1SDV_20200214T174430_20200214T174457_031252_03982E_1D44,2,4.2843291410000015,8.164473998,18823.0,163.0,167.0,18807.0,160.0,18838.0,110.673668,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,a1a21a222e244555v,a1a21a222e244555v_003.95459443699999990685_007.78906242099999968076,S1A_IW_SLC__1SDV_20200214T174430_20200214T174457_031252_03982E_1D44,2,3.954594437,7.7890624210000015,5734.0,2103.0,2105.0,5728.0,2101.0,5741.0,45.40728906,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,a1a21a222e244555v,a1a21a222e244555v_004.11874858400000043446_007.78260374300000012937,S1A_IW_SLC__1SDV_20200214T174430_20200214T174457_031252_03982E_1D44,2,4.118748584,7.782603742999999,6520.0,826.0,828.0,6513.0,824.0,6527.0,39.28640076,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,a1a21a222e244555v,a1a21a222e244555v_004.15265376099999983239_008.03452278399999997305,S1A_IW_SLC__1SDV_20200214T174430_20200214T174457_031252_03982E_1D44,2,4.152653761,8.034522784,14095.0,971.0,976.0,14080.0,965.0,14109.0,86.26672579999997,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,a1a21a222e244555v,a1a21a222e244555v_004.14737301300000016369_008.47788207800000037651,S1A_IW_SLC__1SDV_20200214T174430_20200214T174457_031252_03982E_1D44,3,4.147373013,8.477882078,3775.0,2196.0,2198.0,3768.0,2194.0,3782.0,37.84694686,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,a1a21a222e244555v,a1a21a222e244555v_003.97922845900000021757_008.52672336400000041579,S1A_IW_SLC__1SDV_20200214T174430_20200214T174457_031252_03982E_1D44,3,3.979228459,8.526723364,4223.0,3574.0,3577.0,4213.0,3570.0,4234.0,40.16653678,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,a1a21a222e244555v,a1a21a222e244555v_004.19160353599999968566_008.97793891000000066072,S1A_IW_SLC__1SDV_20200214T174430_20200214T174457_031252_03982E_1D44,3,4.1916035360000015,8.97793891,20256.0,2658.0,2662.0,20242.0,2655.0,20271.0,49.31804214,ais/manual,True,False,1.720279200073691,0.5242386525490086,HIGH
validation,SLC,a1a21a222e244555v,a1a21a222e244555v_004.03469636799999964438_008.76118915099999995277,S1A_IW_SLC__1SDV_20200214T174430_20200214T174457_031252_03982E_1D44,3,4.0346963680000005,8.761189151,12085.0,3523.0,3525.0,12081.0,3521.0,12092.0,22.19329817,ais/manual,True,True,9999.99,9999.99,HIGH
validation,SLC,a1a21a222e244555v,a1a21a222e244555v_004.22893618099999990534_008.56631411300000067399,S1A_IW_SLC__1SDV_20200214T174430_20200214T174457_031252_03982E_1D44,3,4.228936181,8.566314112999999,7107.0,1708.0,1710.0,7100.0,1706.0,7114.0,62.15038184,ais/manual,True,False,9999.99,9999.99,HIGH
validation,SLC,a1a21a222e244555v,a1a21a222e244555v_004.26956786700000012758_008.82681260799999911626,S1A_IW_SLC__1SDV_20200214T174430_20200214T174457_031252_03982E_1D44,3,4.269567867,8.826812608,15797.0,1813.0,1814.0,15790.0,1811.0,15804.0,25.53221667,ais/manual,True,True,9.953057231688748,9.963580501477526,HIGH
