partition,product_type,scene_id,detect_id,GRD_product_identifier,detect_lat,detect_lon,detect_scene_column,detect_scene_row,top,left,bottom,right,vessel_length_m,source,is_vessel,is_fishing,global_shoreline_vector_distance_from_shore_km,xView3_shoreline_distance_from_shore_km,confidence
train,GRD,e42a50089e03990ft,e42a50089e03990ft_005.97280359556787043829_004.83269134412460044103,S1A_IW_GRDH_1SDV_20200114T052956_20200114T053025_030792_038825_9B98,5.97280359556787,4.8326913441246,4269.0,10371.0,,,,,,ais,False,,5.526034482770412,5.603753301888127,HIGH
train,GRD,e42a50089e03990ft,e42a50089e03990ft_005.99554855028702959885_004.82183923288823024222,S1A_IW_GRDH_1SDV_20200114T052956_20200114T053025_030792_038825_9B98,5.99554855028703,4.82183923288823,4438.0,10589.0,,,,,,ais,False,,4.665901849914443,4.754761998894313,HIGH
train,GRD,e42a50089e03990ft,e42a50089e03990ft_005.83060055856743986169_004.80143632964327959911,S1A_IW_GRDH_1SDV_20200114T052956_20200114T053025_030792_038825_9B98,5.830600558567442,4.8014363296432805,4291.0,8786.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,e42a50089e03990ft,e42a50089e03990ft_005.88838254940120986447_004.80334728289281009950,S1A_IW_GRDH_1SDV_20200114T052956_20200114T053025_030792_038825_9B98,5.888382549401211,4.803347282892808,4399.0,9406.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,e42a50089e03990ft,e42a50089e03990ft_005.69502716838093991925_005.02639940407414975709,S1A_IW_GRDH_1SDV_20200114T052956_20200114T053025_030792_038825_9B98,5.69502716838094,5.026399404074152,1548.0,7839.0,,,,,,ais,False,,6.238882619113306,6.520857009125347,HIGH
train,GRD,e42a50089e03990ft,e42a50089e03990ft_005.70898658261029012806_004.48272627806728962696,S1A_IW_GRDH_1SDV_20200114T052956_20200114T053025_030792_038825_9B98,5.70898658261029,4.4827262780672905,7478.0,6785.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,e42a50089e03990ft,e42a50089e03990ft_005.60375234030378965855_005.11567827122378027127,S1A_IW_GRDH_1SDV_20200114T052956_20200114T053025_030792_038825_9B98,5.603752340303791,5.11567827122378,375.0,7064.0,,,,,31.16277851044801,ais,False,,3.5026802423889136,3.2442354334447985,HIGH
train,GRD,e42a50089e03990ft,e42a50089e03990ft_005.98244315282216998497_004.70771104897121972499,S1A_IW_GRDH_1SDV_20200114T052956_20200114T053025_030792_038825_9B98,5.98244315282217,4.70771104897122,5646.0,10198.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,e42a50089e03990ft,e42a50089e03990ft_005.75164650950655964579_004.92078672510592962652,S1A_IW_GRDH_1SDV_20200114T052956_20200114T053025_030792_038825_9B98,5.75164650950656,4.92078672510593,2820.0,8208.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,e42a50089e03990ft,e42a50089e03990ft_005.56122057278390968804_005.10722464420882005243,S1A_IW_GRDH_1SDV_20200114T052956_20200114T053025_030792_038825_9B98,5.56122057278391,5.10722464420882,372.0,6592.0,,,,,,ais,False,,5.987251140099421,6.959771587511884,HIGH
train,GRD,e42a50089e03990ft,e42a50089e03990ft_005.77797292764882008953_004.91004357677778013880,S1A_IW_GRDH_1SDV_20200114T052956_20200114T053025_030792_038825_9B98,5.777972927648821,4.91004357677778,2996.0,8465.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,e42a50089e03990ft,e42a50089e03990ft_005.58383747359566040558_004.99648869606448009506,S1A_IW_GRDH_1SDV_20200114T052956_20200114T053025_030792_038825_9B98,5.58383747359566,4.996488696064482,1624.0,6588.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,e42a50089e03990ft,e42a50089e03990ft_005.34719377652653982125_004.35631979722112028242,S1A_IW_GRDH_1SDV_20200114T052956_20200114T053025_030792_038825_9B98,5.34719377652654,4.35631979722112,8044.0,2647.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,e42a50089e03990ft,e42a50089e03990ft_005.68073516018040969300_005.05693458785335003824,S1A_IW_GRDH_1SDV_20200114T052956_20200114T053025_030792_038825_9B98,5.680735160180412,5.056934587853349,1185.0,7754.0,,,,,,ais,False,,4.162456069542143,4.221868699953417,HIGH
train,GRD,e42a50089e03990ft,e42a50089e03990ft_005.69746081701299011968_005.00554889125799018501,S1A_IW_GRDH_1SDV_20200114T052956_20200114T053025_030792_038825_9B98,5.697460817012991,5.00554889125799,1780.0,7818.0,,,,,,ais,False,,8.239716801259151,8.620118132907045,HIGH
train,GRD,3363a2f83f62fa6bt,3363a2f83f62fa6bt_005.68084702864339963213_005.05745490583988033251,S1A_IW_GRDH_1SDV_20200114T175311_20200114T175336_030800_03886A_C0F0,5.6808470286434005,5.05745490583988,7134.0,885.0,,,,,,ais,False,,4.1236617171659855,3.977223234938964,HIGH
train,GRD,3363a2f83f62fa6bt,3363a2f83f62fa6bt_004.65350027802482024697_005.45666900820041966824,S1A_IW_GRDH_1SDV_20200114T175311_20200114T175336_030800_03886A_C0F0,4.65350027802482,5.456669008200421,9177.0,12716.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,3363a2f83f62fa6bt,3363a2f83f62fa6bt_005.60274750260007969871_005.10595187659238014533,S1A_IW_GRDH_1SDV_20200114T175311_20200114T175336_030800_03886A_C0F0,5.60274750260008,5.10595187659238,7486.0,1825.0,,,,,,ais,False,,4.425265321074069,4.05292026654258,HIGH
train,GRD,3363a2f83f62fa6bt,3363a2f83f62fa6bt_005.59164204805718956237_005.12608018506692975080,S1A_IW_GRDH_1SDV_20200114T175311_20200114T175336_030800_03886A_C0F0,5.591642048057191,5.12608018506693,7680.0,1987.0,,,,,35.44674515907129,ais,False,,3.714203548539332,3.1555976365314486,HIGH
train,GRD,3363a2f83f62fa6bt,3363a2f83f62fa6bt_005.71900019470186027348_005.00146588632942012964,S1A_IW_GRDH_1SDV_20200114T175311_20200114T175336_030800_03886A_C0F0,5.71900019470186,5.00146588632942,6611.0,355.0,,,,,,ais,False,,7.933843353320952,7.065054825144857,HIGH
train,GRD,3363a2f83f62fa6bt,3363a2f83f62fa6bt_005.66639239422950957703_005.05451570889168966261,S1A_IW_GRDH_1SDV_20200114T175311_20200114T175336_030800_03886A_C0F0,5.66639239422951,5.0545157088916906,7069.0,1033.0,,,,,,ais,False,,5.3895867289263,4.9266002913722255,HIGH
train,GRD,3363a2f83f62fa6bt,3363a2f83f62fa6bt_004.80343583716693967034_005.31303418970212959493,S1A_IW_GRDH_1SDV_20200114T175311_20200114T175336_030800_03886A_C0F0,4.803435837166941,5.31303418970213,7951.0,10799.0,,,,,114.50235110606606,ais,False,,9999.99,9999.99,HIGH
train,GRD,3363a2f83f62fa6bt,3363a2f83f62fa6bt_005.45950808932203024426_005.17045400575273017552,S1A_IW_GRDH_1SDV_20200114T175311_20200114T175336_030800_03886A_C0F0,5.45950808932203,5.17045400575273,7867.0,3494.0,,,,,,ais,False,,3.6371619985866896,3.516577956841009,HIGH
train,GRD,3363a2f83f62fa6bt,3363a2f83f62fa6bt_005.48572683699041974137_005.09278087358789033345,S1A_IW_GRDH_1SDV_20200114T175311_20200114T175336_030800_03886A_C0F0,5.48572683699042,5.0927808735878894,7082.0,3042.0,,,,,,ais,False,,8.674963460649677,9.11301452327706,HIGH
train,GRD,3363a2f83f62fa6bt,3363a2f83f62fa6bt_005.43621692498223030299_005.14208507256178037892,S1A_IW_GRDH_1SDV_20200114T175311_20200114T175336_030800_03886A_C0F0,5.43621692498223,5.14208507256178,7507.0,3679.0,,,,,29.78886360215477,ais,False,,7.60672900695811,7.475685367367718,HIGH
train,GRD,3363a2f83f62fa6bt,3363a2f83f62fa6bt_004.49007245536104981909_005.57238363794694979703,S1A_IW_GRDH_1SDV_20200114T175311_20200114T175336_030800_03886A_C0F0,4.49007245536105,5.57238363794695,10069.0,14714.0,,,,,211.5069622487541,ais,False,,9999.99,9999.99,HIGH
train,GRD,3363a2f83f62fa6bt,3363a2f83f62fa6bt_005.55875477004325002639_005.09537425842774993612,S1A_IW_GRDH_1SDV_20200114T175311_20200114T175336_030800_03886A_C0F0,5.55875477004325,5.09537425842775,7273.0,2270.0,,,,,,ais,False,,7.15947053452906,7.818292897038579,HIGH
train,GRD,3363a2f83f62fa6bt,3363a2f83f62fa6bt_005.38721884983425969295_005.30574931996620957619,S1A_IW_GRDH_1SDV_20200114T175311_20200114T175336_030800_03886A_C0F0,5.38721884983426,5.3057493199662105,9174.0,4563.0,,,,,23.48965532786585,ais,False,,2.2997097251392367,2.482685174020901,HIGH
train,GRD,15f54b14e9f30002t,15f54b14e9f30002t_004.23900880210833008732_008.40586098077458032662,S1A_IW_GRDH_1SDV_20200116T051343_20200116T051412_030821_038933_ABAD,4.23900880210833,8.40586098077458,6274.0,129.0,,,,,51.82420841663103,ais,False,,9999.99,9999.99,HIGH
train,GRD,15f54b14e9f30002t,15f54b14e9f30002t_004.33043870630148042267_008.61539406292421006128,S1A_IW_GRDH_1SDV_20200116T051343_20200116T051412_030821_038933_ABAD,4.33043870630148,8.61539406292421,4201.0,1571.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,15f54b14e9f30002t,15f54b14e9f30002t_004.26026329350971000309_008.49793784416985076291,S1A_IW_GRDH_1SDV_20200116T051343_20200116T051412_030821_038933_ABAD,4.26026329350971,8.497937844169849,5321.0,561.0,,,,,40.96895779008378,ais,False,,9999.99,9999.99,HIGH
train,GRD,15f54b14e9f30002t,15f54b14e9f30002t_004.31489439365494042988_008.37686909935641033087,S1A_IW_GRDH_1SDV_20200116T051343_20200116T051412_030821_038933_ABAD,4.31489439365494,8.37686909935641,6760.0,873.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,15f54b14e9f30002t,15f54b14e9f30002t_004.28473449275515960721_008.44790294762922044924,S1A_IW_GRDH_1SDV_20200116T051343_20200116T051412_030821_038933_ABAD,4.2847344927551605,8.447902947629219,5920.0,710.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,15f54b14e9f30002t,15f54b14e9f30002t_004.50799139647547963961_008.32153285036489975823,S1A_IW_GRDH_1SDV_20200116T051343_20200116T051412_030821_038933_ABAD,4.5079913964754805,8.321532850364902,7793.0,2809.0,,,,,65.11544947990883,ais,False,,5.050422431868413,5.310783526247889,HIGH
train,GRD,15f54b14e9f30002t,15f54b14e9f30002t_004.35342280136281978287_008.24506739016841017076,S1A_IW_GRDH_1SDV_20200116T051343_20200116T051412_030821_038933_ABAD,4.35342280136282,8.24506739016841,8279.0,990.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,15f54b14e9f30002t,15f54b14e9f30002t_004.29638313689785000804_008.21720698259860959922,S1A_IW_GRDH_1SDV_20200116T051343_20200116T051412_030821_038933_ABAD,4.29638313689785,8.21720698259861,8454.0,320.0,,,,,38.3661106951973,ais,False,,9999.99,9999.99,HIGH
train,GRD,15f54b14e9f30002t,15f54b14e9f30002t_004.31573070641811007420_008.53366090865051951653,S1A_IW_GRDH_1SDV_20200116T051343_20200116T051412_030821_038933_ABAD,4.31573070641811,8.53366090865052,5057.0,1232.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,15f54b14e9f30002t,15f54b14e9f30002t_004.31152508112633015003_008.35039297146470005373,S1A_IW_GRDH_1SDV_20200116T051343_20200116T051412_030821_038933_ABAD,4.31152508112633,8.3503929714647,7040.0,778.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,15f54b14e9f30002t,15f54b14e9f30002t_004.28361579393704960950_008.20506854073562053031,S1A_IW_GRDH_1SDV_20200116T051343_20200116T051412_030821_038933_ABAD,4.28361579393705,8.20506854073562,8557.0,157.0,,,,,41.78917517419731,ais,False,,9999.99,9999.99,HIGH
train,GRD,15f54b14e9f30002t,15f54b14e9f30002t_004.36422814399900982352_007.99934220530329032073,S1A_IW_GRDH_1SDV_20200116T051343_20200116T051412_030821_038933_ABAD,4.36422814399901,7.99934220530329,10974.0,558.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,15f54b14e9f30002t,15f54b14e9f30002t_004.33004704470346979406_008.60699033080724085210,S1A_IW_GRDH_1SDV_20200116T051343_20200116T051412_030821_038933_ABAD,4.330047044703471,8.60699033080724,4292.0,1548.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,15f54b14e9f30002t,15f54b14e9f30002t_004.30041010341351981339_008.36446016023963956343,S1A_IW_GRDH_1SDV_20200116T051343_20200116T051412_030821_038933_ABAD,4.30041010341352,8.36446016023964,6862.0,691.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,15f54b14e9f30002t,15f54b14e9f30002t_004.26110333949536990161_008.55651888726005083186,S1A_IW_GRDH_1SDV_20200116T051343_20200116T051412_030821_038933_ABAD,4.261103339495371,8.556518887260049,4686.0,701.0,,,,,36.54560867949449,ais,False,,9999.99,9999.99,HIGH
train,GRD,4bf6c82ef5130dabt,4bf6c82ef5130dabt_004.18008624453220001271_008.47800217799441035993,S1A_IW_GRDH_1SDV_20200116T051412_20200116T051437_030821_038933_5CD5,4.1800862445322,8.47800217799441,5358.0,16469.0,,,,,75.10656703520787,ais,False,,9999.99,9999.99,HIGH
train,GRD,4bf6c82ef5130dabt,4bf6c82ef5130dabt_003.96711617923289017185_008.51552860516176934880,S1A_IW_GRDH_1SDV_20200116T051412_20200116T051437_030821_038933_5CD5,3.96711617923289,8.51552860516177,4471.0,14283.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,4bf6c82ef5130dabt,4bf6c82ef5130dabt_004.16228573601908991009_007.95547808971669034861,S1A_IW_GRDH_1SDV_20200116T051412_20200116T051437_030821_038933_5CD5,4.16228573601909,7.95547808971669,10999.0,15113.0,,,,,66.59096328841999,ais,False,,9999.99,9999.99,HIGH
train,GRD,4bf6c82ef5130dabt,4bf6c82ef5130dabt_004.27526595773020012814_007.74577342929975021235,S1A_IW_GRDH_1SDV_20200116T051412_20200116T051437_030821_038933_5CD5,4.2752659577302,7.74577342929975,13532.0,15851.0,,,,,65.31586356470369,ais,False,,9999.99,9999.99,HIGH
train,GRD,4bf6c82ef5130dabt,4bf6c82ef5130dabt_004.13964315015709960477_007.53282250461147029341,S1A_IW_GRDH_1SDV_20200116T051412_20200116T051437_030821_038933_5CD5,4.1396431501571,7.5328225046114685,15545.0,13929.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,4bf6c82ef5130dabt,4bf6c82ef5130dabt_004.13204086351657995380_007.82417966344879989293,S1A_IW_GRDH_1SDV_20200116T051412_20200116T051437_030821_038933_5CD5,4.13204086351658,7.8241796634488,12359.0,14498.0,,,,,50.29913022798709,ais,False,,9999.99,9999.99,HIGH
train,GRD,4bf6c82ef5130dabt,4bf6c82ef5130dabt_004.15543833005219021004_008.43108602289257014206,S1A_IW_GRDH_1SDV_20200116T051412_20200116T051437_030821_038933_5CD5,4.15543833005219,8.43108602289257,5813.0,16102.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,4bf6c82ef5130dabt,4bf6c82ef5130dabt_004.16479353624491999142_008.07894342974154966441,S1A_IW_GRDH_1SDV_20200116T051412_20200116T051437_030821_038933_5CD5,4.16479353624492,8.07894342974155,9662.0,15415.0,,,,,47.949801127365,ais,False,,9999.99,9999.99,HIGH
train,GRD,4bf6c82ef5130dabt,4bf6c82ef5130dabt_004.17771726888133976274_008.15547581618466921327,S1A_IW_GRDH_1SDV_20200116T051412_20200116T051437_030821_038933_5CD5,4.17771726888134,8.15547581618467,8859.0,15724.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,4bf6c82ef5130dabt,4bf6c82ef5130dabt_004.01564839981788956891_007.49110931230424981209,S1A_IW_GRDH_1SDV_20200116T051412_20200116T051437_030821_038933_5CD5,4.01564839981789,7.49110931230425,15721.0,12513.0,,,,,26.391031819061126,ais,False,,9999.99,9999.99,HIGH
train,GRD,4bf6c82ef5130dabt,4bf6c82ef5130dabt_004.23326590704318039826_007.77012890942612965972,S1A_IW_GRDH_1SDV_20200116T051412_20200116T051437_030821_038933_5CD5,4.23326590704318,7.77012890942613,13173.0,15457.0,,,,,63.05011444145715,ais,False,,9999.99,9999.99,HIGH
train,GRD,4bf6c82ef5130dabt,4bf6c82ef5130dabt_004.18937688799935958883_008.46820108073528032833,S1A_IW_GRDH_1SDV_20200116T051412_20200116T051437_030821_038933_5CD5,4.18937688799936,8.46820108073528,5485.0,16546.0,,,,,33.22256922537777,ais,False,,9999.99,9999.99,HIGH
train,GRD,4bf6c82ef5130dabt,4bf6c82ef5130dabt_003.06951165364151012938_006.70345113649226043151,S1A_IW_GRDH_1SDV_20200116T051412_20200116T051437_030821_038933_5CD5,3.06951165364151,6.70345113649226,22173.0,652.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,4bf6c82ef5130dabt,4bf6c82ef5130dabt_004.20126207476110025141_008.33876029912346972139,S1A_IW_GRDH_1SDV_20200116T051412_20200116T051437_030821_038933_5CD5,4.2012620747611,8.33876029912347,6919.0,16384.0,,,,,47.986239666239605,ais,False,,9999.99,9999.99,HIGH
train,GRD,4bf6c82ef5130dabt,4bf6c82ef5130dabt_004.25296476176510029887_008.16004649757176991898,S1A_IW_GRDH_1SDV_20200116T051412_20200116T051437_030821_038933_5CD5,4.2529647617651,8.16004649757177,8978.0,16536.0,,,,,36.584478479583545,ais,False,,9999.99,9999.99,HIGH
train,GRD,eba22dd5e0378888t,eba22dd5e0378888t_055.17795499771440148606_006.87074855148012986206,S1A_IW_GRDH_1SDV_20200120T171751_20200120T171823_030887_038B77_C9CA,55.1779549977144,6.87074855148013,13568.0,19601.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,eba22dd5e0378888t,eba22dd5e0378888t_055.46869443938999921784_007.84048210946389012577,S1A_IW_GRDH_1SDV_20200120T171751_20200120T171823_030887_038B77_C9CA,55.46869443939,7.840482109463888,20188.0,17472.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,eba22dd5e0378888t,eba22dd5e0378888t_055.64370354924690076359_007.71010865521365040820,S1A_IW_GRDH_1SDV_20200120T171751_20200120T171823_030887_038B77_C9CA,55.6437035492469,7.71010865521365,19699.0,15435.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,eba22dd5e0378888t,eba22dd5e0378888t_055.66455457393239925068_007.75226014966392984462,S1A_IW_GRDH_1SDV_20200120T171751_20200120T171823_030887_038B77_C9CA,55.6645545739324,7.75226014966393,19999.0,15251.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,eba22dd5e0378888t,eba22dd5e0378888t_055.17158659544050181012_007.22166952129130024218,S1A_IW_GRDH_1SDV_20200120T171751_20200120T171823_030887_038B77_C9CA,55.1715865954405,7.2216695212913,15756.0,20054.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,eba22dd5e0378888t,eba22dd5e0378888t_055.47730289521530266938_005.10609942928803040019,S1A_IW_GRDH_1SDV_20200120T171751_20200120T171823_030887_038B77_C9CA,55.4773028952153,5.10609942928803,3207.0,14299.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,eba22dd5e0378888t,eba22dd5e0378888t_055.61030205960889816197_007.56689098209170030174,S1A_IW_GRDH_1SDV_20200120T171751_20200120T171823_030887_038B77_C9CA,55.6103020596089,7.566890982091698,18747.0,15652.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,eba22dd5e0378888t,eba22dd5e0378888t_055.55669851713199847154_007.55552480196600040330,S1A_IW_GRDH_1SDV_20200120T171751_20200120T171823_030887_038B77_C9CA,55.556698517132,7.555524801965999,18576.0,16223.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,eba22dd5e0378888t,eba22dd5e0378888t_055.18843696603139648005_007.21748087795181003656,S1A_IW_GRDH_1SDV_20200120T171751_20200120T171823_030887_038B77_C9CA,55.1884369660314,7.217480877951809,15763.0,19866.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,eba22dd5e0378888t,eba22dd5e0378888t_055.71684622499689965025_007.56159224002952967680,S1A_IW_GRDH_1SDV_20200120T171751_20200120T171823_030887_038B77_C9CA,55.7168462249969,7.5615922400295315,18913.0,14488.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,eba22dd5e0378888t,eba22dd5e0378888t_055.68239044064409881685_007.77298704165009013423,S1A_IW_GRDH_1SDV_20200120T171751_20200120T171823_030887_038B77_C9CA,55.6823904406441,7.77298704165009,20160.0,15078.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,eba22dd5e0378888t,eba22dd5e0378888t_055.19512130058750187800_007.15802465944929977582,S1A_IW_GRDH_1SDV_20200120T171751_20200120T171823_030887_038B77_C9CA,55.1951213005875,7.1580246594493,15403.0,19730.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,eba22dd5e0378888t,eba22dd5e0378888t_055.16542203545340328219_006.84282926929680979100,S1A_IW_GRDH_1SDV_20200120T171751_20200120T171823_030887_038B77_C9CA,55.1654220354534,6.84282926929681,13368.0,19706.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,eba22dd5e0378888t,eba22dd5e0378888t_055.56544581785060188395_007.58898181044266006978,S1A_IW_GRDH_1SDV_20200120T171751_20200120T171823_030887_038B77_C9CA,55.5654458178506,7.58898181044266,18801.0,16163.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,eba22dd5e0378888t,eba22dd5e0378888t_055.62712191008750295396_007.59931403998680998768,S1A_IW_GRDH_1SDV_20200120T171751_20200120T171823_030887_038B77_C9CA,55.6271219100875,7.599314039986808,18980.0,15503.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,eba22dd5e0378888t,eba22dd5e0378888t_055.48312395350959747020_007.84591346528843036623,S1A_IW_GRDH_1SDV_20200120T171751_20200120T171823_030887_038B77_C9CA,55.4831239535096,7.845913465288429,20249.0,17320.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,eba22dd5e0378888t,eba22dd5e0378888t_055.49370622447180068093_007.85211142496661018697,S1A_IW_GRDH_1SDV_20200120T171751_20200120T171823_030887_038B77_C9CA,55.4937062244718,7.852111424966612,20307.0,17211.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,eba22dd5e0378888t,eba22dd5e0378888t_055.13630734183450243791_007.16915561234470999352,S1A_IW_GRDH_1SDV_20200120T171751_20200120T171823_030887_038B77_C9CA,55.136307341834495,7.16915561234471,15358.0,20380.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,eba22dd5e0378888t,eba22dd5e0378888t_055.62033111271159668831_007.56382540762184962801,S1A_IW_GRDH_1SDV_20200120T171751_20200120T171823_030887_038B77_C9CA,55.6203311127116,7.56382540762185,18747.0,15540.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,eba22dd5e0378888t,eba22dd5e0378888t_055.28195651927560305694_006.81637558701331958133,S1A_IW_GRDH_1SDV_20200120T171751_20200120T171823_030887_038B77_C9CA,55.2819565192756,6.81637558701332,13435.0,18415.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,eba22dd5e0378888t,eba22dd5e0378888t_055.19669575922689830350_007.21525731091557975816,S1A_IW_GRDH_1SDV_20200120T171751_20200120T171823_030887_038B77_C9CA,55.19669575922689,7.21525731091558,15765.0,19774.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,eba22dd5e0378888t,eba22dd5e0378888t_055.10986362928880311074_007.21719827361383003961,S1A_IW_GRDH_1SDV_20200120T171751_20200120T171823_030887_038B77_C9CA,55.1098636292888,7.21719827361383,15608.0,20718.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,GRD,eba22dd5e0378888t,eba22dd5e0378888t_055.43433202662350112178_008.26568613720031031278,S1A_IW_GRDH_1SDV_20200120T171751_20200120T171823_030887_038B77_C9CA,55.43433202662349,8.265686137200309,22782.0,18268.0,,,,,32.30448689619375,ais,False,,4.24952676373686,4.950012297845628,HIGH
train,GRD,eba22dd5e0378888t,eba22dd5e0378888t_055.60268189485619672041_007.60748680629905038586,S1A_IW_GRDH_1SDV_20200120T171751_20200120T171823_030887_038B77_C9CA,55.60268189485622,7.6074868062990495,18985.0,15777.0,,,,,,ais,False,,9999.99,9999.99,HIGH
