partition,product_type,scene_id,detect_id,SLC_product_identifier,swath_index,detect_lat,detect_lon,detect_scene_column,detect_scene_row,top,left,bottom,right,vessel_length_m,source,is_vessel,is_fishing,global_shoreline_vector_distance_from_shore_km,xView3_shoreline_distance_from_shore_km,confidence
train,SLC,3363a2f83f62fa6bt,3363a2f83f62fa6bt_004.37102056930693994019_005.78157709403928965486,S1A_IW_SLC__1SDV_20200114T175310_20200114T175337_030800_03886A_D847,2,4.37102056930694,5.78157709403929,9653.0,11402.0,,,,,215.6181743533591,ais,False,,7.439816292867061,6.880548973967058,HIGH
train,SLC,3363a2f83f62fa6bt,3363a2f83f62fa6bt_005.49222747708128977706_004.93129345048745015845,S1A_IW_SLC__1SDV_20200114T175310_20200114T175337_030800_03886A_D847,1,5.492227477081291,4.93129345048745,12387.0,2252.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,SLC,3363a2f83f62fa6bt,3363a2f83f62fa6bt_005.44881700181023020946_005.17068466722472042107,S1A_IW_SLC__1SDV_20200114T175310_20200114T175337_030800_03886A_D847,1,5.44881700181023,5.17068466722472,18585.0,2971.0,,,,,,ais,False,,4.593249558624624,4.058394805055577,HIGH
train,SLC,3363a2f83f62fa6bt,3363a2f83f62fa6bt_005.59105681065338000479_005.03620365968265026879,S1A_IW_SLC__1SDV_20200114T175310_20200114T175337_030800_03886A_D847,1,5.59105681065338,5.03620365968265,15724.0,1658.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,SLC,3363a2f83f62fa6bt,3363a2f83f62fa6bt_005.55887342844228005134_005.07655643054807992343,S1A_IW_SLC__1SDV_20200114T175310_20200114T175337_030800_03886A_D847,1,5.55887342844228,5.07655643054808,16635.0,1971.0,,,,,38.037107690278944,ais,False,,9.2258515671259,9.746742183631468,HIGH
train,SLC,3363a2f83f62fa6bt,3363a2f83f62fa6bt_005.48572683699041974137_005.09278087358789033345,S1A_IW_SLC__1SDV_20200114T175310_20200114T175337_030800_03886A_D847,1,5.48572683699042,5.0927808735878894,16667.0,2561.0,,,,,,ais,False,,8.687573799880392,9.119923963915182,HIGH
train,SLC,3363a2f83f62fa6bt,3363a2f83f62fa6bt_005.53635471389888955684_005.08961092482183019570,S1A_IW_SLC__1SDV_20200114T175310_20200114T175337_030800_03886A_D847,1,5.53635471389889,5.08961092482183,16864.0,2165.0,,,,,,ais,False,,7.52180003517445,8.050066158809424,HIGH
train,SLC,3363a2f83f62fa6bt,3363a2f83f62fa6bt_005.68084702864339963213_005.05745490583988033251,S1A_IW_SLC__1SDV_20200114T175310_20200114T175337_030800_03886A_D847,1,5.6808470286434005,5.05745490583988,16797.0,999.0,,,,,,ais,False,,4.147133111820198,3.98548478799017,HIGH
train,SLC,3363a2f83f62fa6bt,3363a2f83f62fa6bt_004.80928957474915996784_005.36604301981753994966,S1A_IW_SLC__1SDV_20200114T175310_20200114T175337_030800_03886A_D847,1,4.80928957474916,5.36604301981754,20344.0,8220.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,SLC,3363a2f83f62fa6bt,3363a2f83f62fa6bt_005.55765646412826974654_005.12442398688453959466,S1A_IW_SLC__1SDV_20200114T175310_20200114T175337_030800_03886A_D847,1,5.557656464128269,5.1244239868845405,17931.0,2057.0,,,,,79.49608170930003,ais,False,,4.064487492490914,4.7483059651944055,HIGH
train,SLC,3363a2f83f62fa6bt,3363a2f83f62fa6bt_005.52807626384603967296_004.86066447262852019406,S1A_IW_SLC__1SDV_20200114T175310_20200114T175337_030800_03886A_D847,1,5.52807626384604,4.860664472628518,10730.0,1863.0,,,,,54.03608062414461,ais,False,,9999.99,9999.99,HIGH
train,SLC,3363a2f83f62fa6bt,3363a2f83f62fa6bt_005.60274750260007969871_005.10595187659238014533,S1A_IW_SLC__1SDV_20200114T175310_20200114T175337_030800_03886A_D847,1,5.60274750260008,5.10595187659238,17680.0,1679.0,,,,,,ais,False,,4.436383932812462,4.063419230230503,HIGH
train,SLC,3363a2f83f62fa6bt,3363a2f83f62fa6bt_004.80253644295219039861_005.36324333209331971517,S1A_IW_SLC__1SDV_20200114T175310_20200114T175337_030800_03886A_D847,1,4.80253644295219,5.3632433320933215,20228.0,8267.0,,,,,52.24004502957308,ais,False,,9999.99,9999.99,HIGH
train,SLC,3363a2f83f62fa6bt,3363a2f83f62fa6bt_004.49007245536104981909_005.57238363794694979703,S1A_IW_SLC__1SDV_20200114T175310_20200114T175337_030800_03886A_D847,2,4.49007245536105,5.57238363794695,4340.0,10146.0,,,,,211.5069622487541,ais,False,,9999.99,9999.99,HIGH
train,SLC,3363a2f83f62fa6bt,3363a2f83f62fa6bt_005.43621692498223030299_005.14208507256178037892,S1A_IW_SLC__1SDV_20200114T175310_20200114T175337_030800_03886A_D847,1,5.43621692498223,5.14208507256178,17732.0,3022.0,,,,,29.78886360215477,ais,False,,7.648112748054573,7.487406929466133,HIGH
train,SLC,3363a2f83f62fa6bt,3363a2f83f62fa6bt_005.65040071250049980023_005.07702059396286031756,S1A_IW_SLC__1SDV_20200114T175310_20200114T175337_030800_03886A_D847,1,5.6504007125005,5.07702059396286,17159.0,1265.0,,,,,,ais,False,,4.176462321922034,3.960839905947699,HIGH
train,SLC,15f54b14e9f30002t,15f54b14e9f30002t_004.27206281244350005721_008.56461539893503065457,S1A_IW_SLC__1SDV_20200116T051343_20200116T051413_030821_038933_435F,1,4.2720628124435,8.56461539893503,10643.0,51.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,SLC,15f54b14e9f30002t,15f54b14e9f30002t_004.38371836569124972982_008.34673196044085941026,S1A_IW_SLC__1SDV_20200116T051343_20200116T051413_030821_038933_435F,1,4.38371836569125,8.34673196044086,17062.0,561.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,SLC,15f54b14e9f30002t,15f54b14e9f30002t_004.41977989742284016472_008.42562914426451925465,S1A_IW_SLC__1SDV_20200116T051343_20200116T051413_030821_038933_435F,1,4.41977989742284,8.42562914426452,15129.0,966.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,SLC,15f54b14e9f30002t,15f54b14e9f30002t_004.22564556497092969067_008.85543238136838972707,S1A_IW_SLC__1SDV_20200116T051343_20200116T051413_030821_038933_435F,1,4.225645564970932,8.85543238136839,3039.0,164.0,,,,,31.13929239938852,ais,False,,9.318697481940704,8.98342393223787,HIGH
train,SLC,15f54b14e9f30002t,15f54b14e9f30002t_004.30642966438584995359_008.42609397520683067739,S1A_IW_SLC__1SDV_20200116T051343_20200116T051413_030821_038933_435F,1,4.30642966438585,8.42609397520683,14489.0,93.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,SLC,15f54b14e9f30002t,15f54b14e9f30002t_004.45852975789950978225_008.35477263130711911288,S1A_IW_SLC__1SDV_20200116T051343_20200116T051413_030821_038933_435F,1,4.45852975789951,8.354772631307121,17263.0,1151.0,,,,,,ais,False,,9.964806217755385,9999.99,HIGH
train,SLC,15f54b14e9f30002t,15f54b14e9f30002t_004.40156424806585011567_008.12312394881018029480,S1A_IW_SLC__1SDV_20200116T051343_20200116T051413_030821_038933_435F,2,4.401564248065848,8.123123948810179,3429.0,806.0,,,,,56.6263746955844,ais,False,,9999.99,9999.99,HIGH
train,SLC,15f54b14e9f30002t,15f54b14e9f30002t_004.30126534898705958909_008.20486117596422026566,S1A_IW_SLC__1SDV_20200116T051343_20200116T051413_030821_038933_435F,2,4.3012653489870605,8.20486117596422,561.0,164.0,,,,,54.58584218476904,ais,False,,9999.99,9999.99,HIGH
train,SLC,15f54b14e9f30002t,15f54b14e9f30002t_004.56550659443460027376_008.41417484120982983598,S1A_IW_SLC__1SDV_20200116T051343_20200116T051413_030821_038933_435F,1,4.5655065944346,8.41417484120983,16249.0,2072.0,,,,,,ais,False,,7.408107137750022,8.396275715777255,HIGH
train,SLC,15f54b14e9f30002t,15f54b14e9f30002t_004.30240767336402996079_008.50043627605644047662,S1A_IW_SLC__1SDV_20200116T051343_20200116T051413_030821_038933_435F,1,4.30240767336403,8.50043627605644,12491.0,182.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,SLC,15f54b14e9f30002t,15f54b14e9f30002t_004.39983925912070006348_008.27740617018798019444,S1A_IW_SLC__1SDV_20200116T051343_20200116T051413_030821_038933_435F,1,4.3998392591207,8.27740617018798,19050.0,573.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,SLC,15f54b14e9f30002t,15f54b14e9f30002t_004.37891071933962017226_007.82459198602168992664,S1A_IW_SLC__1SDV_20200116T051343_20200116T051413_030821_038933_435F,2,4.37891071933962,7.82459198602169,11912.0,150.0,,,,,34.740092339311595,ais,False,,9999.99,9999.99,HIGH
train,SLC,4bf6c82ef5130dabt,4bf6c82ef5130dabt_004.23718253199279981658_008.03953436753798023062,S1A_IW_SLC__1SDV_20200116T051410_20200116T051438_030821_038933_CD1B,2,4.2371825319928,8.03953436753798,4838.0,11486.0,,,,,42.20187836081001,ais,False,,9999.99,9999.99,HIGH
train,SLC,4bf6c82ef5130dabt,4bf6c82ef5130dabt_004.15543833005219021004_008.43108602289257014206,S1A_IW_SLC__1SDV_20200116T051410_20200116T051438_030821_038933_CD1B,1,4.15543833005219,8.43108602289257,13524.0,12358.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,SLC,4bf6c82ef5130dabt,4bf6c82ef5130dabt_004.24422978798966976655_008.16546405102143957322,S1A_IW_SLC__1SDV_20200116T051410_20200116T051438_030821_038933_CD1B,2,4.24422978798967,8.16546405102144,1330.0,11744.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,SLC,4bf6c82ef5130dabt,4bf6c82ef5130dabt_003.80085742321434993940_008.07686298120174051007,S1A_IW_SLC__1SDV_20200116T051410_20200116T051438_030821_038933_CD1B,2,3.8008574232143504,8.07686298120174,1248.0,8180.0,,,,,215.5983123399565,ais,False,,9999.99,9999.99,HIGH
train,SLC,4bf6c82ef5130dabt,4bf6c82ef5130dabt_003.06951165364151012938_006.70345113649226043151,S1A_IW_SLC__1SDV_20200116T051410_20200116T051438_030821_038933_CD1B,3,3.06951165364151,6.70345113649226,14551.0,779.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,SLC,4bf6c82ef5130dabt,4bf6c82ef5130dabt_004.34831222531946970378_007.10706897047896024588,S1A_IW_SLC__1SDV_20200116T051410_20200116T051438_030821_038933_CD1B,3,4.348312225319472,7.10706897047896,10008.0,11314.0,,,,,19.720703589769567,ais,False,,5.090581673421996,4.905747869786022,HIGH
train,SLC,4bf6c82ef5130dabt,4bf6c82ef5130dabt_004.20838189067784007591_007.91664882998960983684,S1A_IW_SLC__1SDV_20200116T051410_20200116T051438_030821_038933_CD1B,2,4.20838189067784,7.916648829989611,8195.0,11065.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,SLC,4bf6c82ef5130dabt,4bf6c82ef5130dabt_004.24974494604648000973_007.77506266290027969745,S1A_IW_SLC__1SDV_20200116T051410_20200116T051438_030821_038933_CD1B,2,4.24974494604648,7.77506266290028,12589.0,11156.0,,,,,39.56100169428334,ais,False,,9999.99,9999.99,HIGH
train,SLC,4bf6c82ef5130dabt,4bf6c82ef5130dabt_004.24091046018425998909_007.79159543875196991536,S1A_IW_SLC__1SDV_20200116T051410_20200116T051438_030821_038933_CD1B,2,4.24091046018426,7.791595438751969,12047.0,11115.0,,,,,69.03392898793125,ais,False,,9999.99,9999.99,HIGH
train,SLC,4bf6c82ef5130dabt,4bf6c82ef5130dabt_004.22786685217521984725_008.05684176689164033291,S1A_IW_SLC__1SDV_20200116T051410_20200116T051438_030821_038933_CD1B,2,4.22786685217522,8.056841766891639,4291.0,11442.0,,,,,39.28640076043448,ais,False,,9999.99,9999.99,HIGH
train,SLC,4bf6c82ef5130dabt,4bf6c82ef5130dabt_004.10885600929533012504_008.26999775479568022263,S1A_IW_SLC__1SDV_20200116T051410_20200116T051438_030821_038933_CD1B,1,4.10885600929533,8.26999775479568,17607.0,11738.0,,,,,93.61478279718077,ais,False,,9999.99,9999.99,HIGH
train,SLC,4bf6c82ef5130dabt,4bf6c82ef5130dabt_004.14947105621101020034_007.97415084392479034392,S1A_IW_SLC__1SDV_20200116T051410_20200116T051438_030821_038933_CD1B,2,4.149471056211009,7.97415084392479,6188.0,10704.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,SLC,4bf6c82ef5130dabt,4bf6c82ef5130dabt_004.14811291383831015622_007.99027427706243997818,S1A_IW_SLC__1SDV_20200116T051410_20200116T051438_030821_038933_CD1B,2,4.14811291383831,7.99027427706244,5719.0,10719.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,SLC,4bf6c82ef5130dabt,4bf6c82ef5130dabt_004.14560012785479958808_008.06087147227031941554,S1A_IW_SLC__1SDV_20200116T051410_20200116T051438_030821_038933_CD1B,2,4.1456001278548,8.060871472270321,3697.0,10814.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,SLC,4bf6c82ef5130dabt,4bf6c82ef5130dabt_004.18653880186140003872_007.91038790442607009368,S1A_IW_SLC__1SDV_20200116T051410_20200116T051438_030821_038933_CD1B,2,4.1865388018614,7.91038790442607,8246.0,10887.0,,,,,61.23380727959407,ais,False,,9999.99,9999.99,HIGH
train,SLC,4bf6c82ef5130dabt,4bf6c82ef5130dabt_004.18937688799935958883_008.46820108073528032833,S1A_IW_SLC__1SDV_20200116T051410_20200116T051438_030821_038933_CD1B,1,4.18937688799936,8.46820108073528,12726.0,12679.0,,,,,33.22256922537777,ais,False,,9999.99,9999.99,HIGH
train,SLC,4bf6c82ef5130dabt,4bf6c82ef5130dabt_003.92751002323115994130_007.46254478760952011385,S1A_IW_SLC__1SDV_20200116T051410_20200116T051438_030821_038933_CD1B,2,3.92751002323116,7.46254478760952,19992.0,8164.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,SLC,eba22dd5e0378888t,eba22dd5e0378888t_055.21371497084790291865_007.21103690372595007574,S1A_IW_SLC__1SDV_20200120T171750_20200120T171823_030887_038B77_4642,2,55.2137149708479,7.211036903725951,19162.0,13805.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,SLC,eba22dd5e0378888t,eba22dd5e0378888t_055.17158659544050181012_007.22166952129130024218,S1A_IW_SLC__1SDV_20200120T171750_20200120T171823_030887_038B77_4642,2,55.1715865954405,7.2216695212913,19122.0,14146.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,SLC,eba22dd5e0378888t,eba22dd5e0378888t_055.69832280342959762720_007.59982308050855959181,S1A_IW_SLC__1SDV_20200120T171750_20200120T171823_030887_038B77_4642,3,55.69832280342961,7.59982308050856,4745.0,10737.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,SLC,eba22dd5e0378888t,eba22dd5e0378888t_055.66455457393239925068_007.75226014966392984462,S1A_IW_SLC__1SDV_20200120T171750_20200120T171823_030887_038B77_4642,3,55.6645545739324,7.75226014966393,7301.0,11118.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,SLC,eba22dd5e0378888t,eba22dd5e0378888t_055.25698013474369929554_006.84117013331012024935,S1A_IW_SLC__1SDV_20200120T171750_20200120T171823_030887_038B77_4642,2,55.2569801347437,6.84117013331012,13060.0,13169.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,SLC,eba22dd5e0378888t,eba22dd5e0378888t_055.22704443648340344453_006.82046376887991989690,S1A_IW_SLC__1SDV_20200120T171750_20200120T171823_030887_038B77_4642,2,55.2270444364834,6.82046376887992,12551.0,13388.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,SLC,eba22dd5e0378888t,eba22dd5e0378888t_055.12309252223519706604_006.87534778581401972986,S1A_IW_SLC__1SDV_20200120T171750_20200120T171823_030887_038B77_4642,2,55.1230925222352,6.87534778581402,12922.0,14253.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,SLC,eba22dd5e0378888t,eba22dd5e0378888t_055.70837979278299911812_007.59914508142986999673,S1A_IW_SLC__1SDV_20200120T171750_20200120T171823_030887_038B77_4642,3,55.70837979278301,7.59914508142987,4787.0,10657.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,SLC,eba22dd5e0378888t,eba22dd5e0378888t_055.48390771956410105759_007.87215975054458017013,S1A_IW_SLC__1SDV_20200120T171750_20200120T171823_030887_038B77_4642,3,55.4839077195641,7.87215975054458,8516.0,12638.0,,,,,,ais,False,,9999.99,9999.99,HIGH
train,SLC,eba22dd5e0378888t,eba22dd5e0378888t_055.58056093246909767913_007.54651864005452033268,S1A_IW_SLC__1SDV_20200120T171750_20200120T171823_030887_038B77_4642,3,55.5805609324691,7.546518640054519,3169.0,11630.0,,,,,,ais,False,,9999.99,9999.99,HIGH
